time in s, LocalHeadX, LocalHeadY, LocalHeadZ,LocalHeadEulerX, LocalHeadEulerY, LocalHeadEulerZ, ControllerX, ControllerY, ControllerZ,ControllerEulerX, ControllerEulerY, ControllerEulerZ,PointerHead1X,PointerHead1Y,PointerHead1Z,PointerHand1X,PointerHand1Y,PointerHand1Z,RemoteHeadX, RemoteHeadY, RemoteHeadZ,RemoteHeadEulerX, RemoteHeadEulerY, RemoteHeadEulerZ, RemoteControllerX, RemoteontrollerY, RemoteControllerZ,ControllerEulerX, RemoteControllerEulerY, RemoteControllerEulerZ,PointerHead2X,PointerHead2Y,PointerHead2Z,PointerHand2X,PointerHand2Y,PointerHand2Z
3.640,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.624, 1.246, -3.060,0.964, 346.728, 352.646,1.783, 0.789, -3.070,356.403, 23.210, 327.289,null,null,null,null,null,null
3.680,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.624, 1.246, -3.060,0.927, 346.764, 352.631,1.783, 0.789, -3.070,356.385, 23.273, 327.280,null,null,null,null,null,null
3.720,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.624, 1.246, -3.060,0.931, 346.852, 352.683,1.783, 0.789, -3.070,356.352, 23.324, 327.290,null,null,null,null,null,null
3.760,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.624, 1.246, -3.060,0.931, 346.852, 352.683,1.783, 0.789, -3.070,356.352, 23.324, 327.290,null,null,null,null,null,null
3.800,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.624, 1.246, -3.060,0.931, 346.852, 352.683,1.783, 0.789, -3.070,356.352, 23.324, 327.290,null,null,null,null,null,null
3.840,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.624, 1.246, -3.060,0.931, 346.852, 352.683,1.783, 0.789, -3.070,356.352, 23.324, 327.290,null,null,null,null,null,null
3.880,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.624, 1.246, -3.060,0.931, 346.852, 352.683,1.783, 0.789, -3.070,356.352, 23.324, 327.290,null,null,null,null,null,null
3.920,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.624, 1.246, -3.060,0.931, 346.852, 352.683,1.783, 0.789, -3.070,356.352, 23.324, 327.290,null,null,null,null,null,null
3.960,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.624, 1.246, -3.060,0.931, 346.852, 352.683,1.783, 0.789, -3.070,356.352, 23.324, 327.290,null,null,null,null,null,null
4.000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.624, 1.246, -3.060,0.931, 346.852, 352.683,1.783, 0.789, -3.070,356.352, 23.324, 327.290,null,null,null,null,null,null
